0,0,0,-0.189393939,-0.098484848,-0.321969697,-0.253787879,-0.435606061,-0.397727273,-0.46969697,-0.541666667,-0.128787879,-0.484848485,-0.242424242,-0.617424242,-0.340909091,-0.602272727,-0.382575758,-0.534090909,-0.037878788,-0.545454545,-0.083333333,-0.742424242,-0.143939394,-0.867424242,-0.196969697,-0.965909091,0.068181818,-0.553030303,0.068181818,-0.75,0.022727273,-0.893939394,-0.03030303,-1,0.166666667,-0.518939394,0.261363636,-0.659090909,0.276515152,-0.787878788,0.261363636,-0.890151515
0,0,0,-0.202290076,-0.122137405,-0.347328244,-0.29389313,-0.450381679,-0.461832061,-0.461832061,-0.625954198,-0.164122137,-0.511450382,-0.251908397,-0.671755725,-0.34351145,-0.675572519,-0.396946565,-0.618320611,-0.041984733,-0.553435115,-0.061068702,-0.763358779,-0.106870229,-0.893129771,-0.152671756,-1,0.083969466,-0.545801527,0.114503817,-0.732824427,0.08778626,-0.870229008,0.041984733,-0.977099237,0.198473282,-0.488549618,0.316793893,-0.603053435,0.354961832,-0.717557252,0.366412214,-0.816793893
0,0,0,-0.203947368,-0.108552632,-0.371710526,-0.296052632,-0.473684211,-0.460526316,-0.493421053,-0.601973684,-0.223684211,-0.506578947,-0.305921053,-0.674342105,-0.388157895,-0.690789474,-0.447368421,-0.657894737,-0.105263158,-0.555921053,-0.144736842,-0.769736842,-0.190789474,-0.901315789,-0.240131579,-1,0.029605263,-0.552631579,0.029605263,-0.743421053,0,-0.878289474,-0.039473684,-0.980263158,0.154605263,-0.503289474,0.246710526,-0.625,0.276315789,-0.720394737,0.286184211,-0.802631579
0,0,0,-0.214765101,-0.11409396,-0.365771812,-0.298657718,-0.463087248,-0.469798658,-0.486577181,-0.617449664,-0.211409396,-0.5,-0.291946309,-0.654362416,-0.372483221,-0.677852349,-0.419463087,-0.647651007,-0.093959732,-0.55033557,-0.130872483,-0.761744966,-0.174496644,-0.89261745,-0.214765101,-1,0.036912752,-0.546979866,0.043624161,-0.734899329,0.010067114,-0.869127517,-0.033557047,-0.973154362,0.16442953,-0.496644295,0.265100671,-0.610738255,0.298657718,-0.704697987,0.315436242,-0.788590604
0,0,0,-0.191693291,-0.124600639,-0.322683706,-0.297124601,-0.428115016,-0.444089457,-0.476038339,-0.584664537,-0.130990415,-0.523961661,-0.239616613,-0.661341853,-0.341853035,-0.645367412,-0.402555911,-0.587859425,-0.025559105,-0.571884984,-0.038338658,-0.773162939,-0.095846645,-0.900958466,-0.156549521,-1,0.076677316,-0.559105431,0.121405751,-0.744408946,0.092651757,-0.884984026,0.047923323,-0.993610224,0.156549521,-0.495207668,0.290734824,-0.597444089,0.329073482,-0.712460064,0.341853035,-0.817891374
0,0,0,-0.182108626,-0.127795527,-0.306709265,-0.287539936,-0.412140575,-0.415335463,-0.45686901,-0.546325879,-0.10543131,-0.514376997,-0.220447284,-0.642172524,-0.332268371,-0.619808307,-0.396166134,-0.546325879,-0.019169329,-0.559105431,-0.022364217,-0.763578275,-0.089456869,-0.888178914,-0.162939297,-0.984025559,0.067092652,-0.546325879,0.121405751,-0.741214058,0.089456869,-0.884984026,0.051118211,-1,0.137380192,-0.482428115,0.265175719,-0.600638978,0.300319489,-0.722044728,0.313099042,-0.830670927
0,0,0,-0.180952381,-0.13015873,-0.301587302,-0.288888889,-0.40952381,-0.412698413,-0.466666667,-0.536507937,-0.101587302,-0.511111111,-0.215873016,-0.631746032,-0.323809524,-0.606349206,-0.39047619,-0.546031746,-0.019047619,-0.552380952,-0.022222222,-0.761904762,-0.082539683,-0.888888889,-0.152380952,-0.977777778,0.06031746,-0.53968254,0.120634921,-0.736507937,0.092063492,-0.882539683,0.047619048,-1,0.120634921,-0.479365079,0.263492063,-0.587301587,0.301587302,-0.704761905,0.314285714,-0.815873016
0,0,0,-0.216981132,-0.141509434,-0.333333333,-0.286163522,-0.43081761,-0.405660377,-0.493710692,-0.534591195,-0.125786164,-0.503144654,-0.235849057,-0.622641509,-0.342767296,-0.603773585,-0.411949686,-0.544025157,-0.040880503,-0.540880503,-0.044025157,-0.757861635,-0.110062893,-0.886792453,-0.182389937,-0.977987421,0.031446541,-0.531446541,0.088050314,-0.732704403,0.056603774,-0.883647799,0.012578616,-1,0.08490566,-0.490566038,0.229559748,-0.600628931,0.261006289,-0.713836478,0.267295597,-0.817610063
0,0,0,-0.216981132,-0.147798742,-0.330188679,-0.29245283,-0.424528302,-0.411949686,-0.48427673,-0.540880503,-0.116352201,-0.506289308,-0.229559748,-0.622641509,-0.336477987,-0.606918239,-0.408805031,-0.547169811,-0.034591195,-0.544025157,-0.037735849,-0.761006289,-0.106918239,-0.889937107,-0.179245283,-0.977987421,0.037735849,-0.537735849,0.094339623,-0.735849057,0.062893082,-0.883647799,0.01572327,-1,0.091194969,-0.493710692,0.235849057,-0.603773585,0.264150943,-0.716981132,0.267295597,-0.823899371
0,0,0,-0.216981132,-0.141509434,-0.330188679,-0.286163522,-0.427672956,-0.408805031,-0.490566038,-0.534591195,-0.122641509,-0.506289308,-0.232704403,-0.628930818,-0.339622642,-0.610062893,-0.408805031,-0.550314465,-0.037735849,-0.544025157,-0.044025157,-0.761006289,-0.110062893,-0.889937107,-0.179245283,-0.977987421,0.037735849,-0.537735849,0.091194969,-0.735849057,0.059748428,-0.886792453,0.01572327,-1,0.091194969,-0.490566038,0.235849057,-0.597484277,0.270440252,-0.710691824,0.27672956,-0.814465409
